incident_number,highest_offense_description,family_violence,occurred_date,zip_code,council_district,census_tract,clearance_status,category_description
20155030454,FRAUD - OTHER,N,07/13/2015,78754,1,18.56,N,NA
20141260904,WARRANT ARREST NON TRAFFIC,N,05/06/2014,78701,9,11,C,NA
20085046782,POSS CONTROLLED SUB/NARCOTIC,N,09/09/2008,78722,1,4.02,C,NA
20101781153,FAMILY DISTURBANCE,N,06/27/2010,78704,5,NA,N,NA
20185034653,CHILD CUSTODY INTERFERE,N,09/01/2018,78721,1,21.1,N,NA
20142601796,POSS CONTROLLED SUB/NARCOTIC,N,09/17/2014,78723,4,NA,C,NA
20125038916,ASSAULT W/INJURY-FAM/DATE VIOL,Y,08/02/2012,78753,1,18.23,O,NA
20145036579,THEFT,N,08/16/2014,78702,1,8.04,N,Theft
20052850941,DISTURBANCE - OTHER,N,10/12/2005,78757,7,NA,N,NA
20135026066,BURGLARY OF VEHICLE,N,06/10/2013,78753,4,NA,N,Theft
20103570214,DWI,N,12/23/2010,78723,9,3.06,C,NA
2017310738,BURGLARY OF RESIDENCE,N,01/31/2017,78745,3,24,N,Burglary
20218000426,THEFT BY SHOPLIFTING,N,01/10/2021,78744,5,NA,N,Theft
20181231653,FAMILY DISTURBANCE,N,05/03/2018,78753,7,NA,C,NA
20205012992,BURGLARY OF VEHICLE,N,03/31/2020,78704,5,NA,N,Theft
20205012195,AGG RAPE OF A CHILD,Y,08/26/2017,78750,6,NA,C,Rape
20141451509,FAMILY DISTURBANCE,N,05/25/2014,78702,3,NA,N,NA
20032160206,BURGLARY OF RESIDENCE,N,08/04/2003,78741,3,23.13,NA,Burglary
20075050867,BURGLARY OF VEHICLE,N,09/24/2007,78759,10,17.07,NA,Theft
20182090555,AUTO THEFT,N,07/27/2018,78741,3,NA,N,Auto Theft
20091340202,DWI,N,05/14/2009,78703,9,NA,C,NA
201341882,FAMILY DISTURBANCE,N,01/04/2013,78741,3,23,N,NA
20132090304,FAMILY DISTURBANCE,N,07/28/2013,78753,1,NA,NA,NA
20031930506,CRIMINAL MISCHIEF,N,07/12/2003,78753,4,18,NA,NA
20132921232,PUBLIC INTOXICATION,N,10/19/2013,78745,3,24,C,NA
20082462364,FELONY ENHANCEMENT/ASSLT W/INJ,Y,09/02/2008,78744,2,24.3,C,NA
20205003104,THEFT,N,01/20/2020,78741,3,NA,N,Theft
2020780400,AUTO THEFT,N,03/18/2020,78753,1,18.35,N,Auto Theft
20175013453,BURGLARY OF VEHICLE,N,03/31/2017,78741,3,23.07,N,Theft
20091680047,PUBLIC INTOXICATION,N,06/17/2009,78741,3,NA,C,NA
20042270915,RUNAWAY CHILD,N,08/10/2004,78723,1,21.12,N,NA
20032980927,RETALIATION,N,10/25/2003,78705,9,6,N,NA
20175030729,THEFT,N,07/26/2017,78723,1,21.06,N,Theft
20165016378,CRIMINAL MISCHIEF,N,04/20/2016,78704,9,NA,N,NA
20181070005,TERRORISTIC THREAT,N,04/17/2018,78705,9,6,C,NA
2004550087,CRIMINAL TRESPASS,N,02/24/2004,78704,5,20.05,C,NA
20145019382,THEFT BY SHOPLIFTING,N,04/30/2014,78723,4,21.05,N,Theft
20185039829,HARASSMENT,N,10/07/2018,78744,2,24.27,N,NA
2019670374,POSSESSION OF MARIJUANA,N,03/08/2019,78701,9,11,C,NA
20155054757,SUSPICIOUS PERSON,N,12/12/2015,78758,7,18.44,N,NA
20143060988,THEFT,N,11/02/2014,78744,2,NA,C,Theft
20135050951,BURGLARY OF VEHICLE,N,11/04/2013,78702,1,NA,N,Theft
20105034163,CRIMINAL MISCHIEF,N,07/01/2010,78744,2,NA,N,NA
20152411824,DRIVING WHILE INTOX / FELONY,N,08/29/2015,78758,4,NA,C,NA
2007801811,HARASSMENT,N,03/21/2007,78704,5,NA,NA,NA
20123000966,THEFT,N,10/26/2012,78758,4,18.19,N,Theft
20065036855,THEFT FROM AUTO,N,07/15/2006,78744,2,24.13,NA,Theft
20081520035,UNLAWFUL CARRYING WEAPON,N,05/31/2008,78759,10,25,C,NA
20035023719,THEFT,N,11/19/2003,78721,1,21.1,O,Theft
20105056784,BURGLARY OF VEHICLE,N,10/22/2010,78701,9,11,N,Theft
20032750193,WARRANT ARREST NON TRAFFIC,Y,10/02/2003,78702,3,NA,C,NA
20182210562,FAMILY DISTURBANCE,N,08/09/2018,78617,2,23.1,NA,NA
20081161997,DOC FIGHTING,N,04/25/2008,78753,1,NA,N,NA
2016141861,DWI,N,01/14/2016,78753,4,NA,C,NA
20202241042,ASSAULT WITH INJURY,N,08/11/2020,78741,3,23,N,NA
2007420203,ASSAULT BY THREAT,N,02/11/2007,78753,7,18.24,NA,NA
20135048584,THEFT,N,10/21/2013,78749,8,17.38,N,Theft
20133590562,BURGLARY OF VEHICLE,N,12/25/2013,78749,8,NA,N,Theft
20198004478,CRIMINAL MISCHIEF,N,11/06/2019,78753,4,NA,N,NA
20191870529,AUTO THEFT,N,07/05/2019,78748,5,24.23,N,Auto Theft
20161971967,DISTURBANCE - OTHER,N,07/15/2016,78753,4,NA,C,NA
20032951409,CUSTODY ARREST TRAFFIC WARR,N,10/22/2003,78723,1,NA,NA,NA
2009672262,VIOL STATE LAW - OTHER,N,03/08/2009,78701,9,11,C,NA
20122461663,CRIMINAL TRESPASS,N,09/03/2012,78741,3,23.16,N,NA
20141230368,FAMILY DISTURBANCE,N,05/03/2014,78724,1,NA,C,NA
2016370012,DISTURBANCE - OTHER,N,02/06/2016,78727,6,NA,N,NA
20055031948,CRIMINAL MISCHIEF,N,06/30/2005,78705,9,NA,NA,NA
20065062829,BURGLARY OF RESIDENCE,N,11/28/2006,78744,2,24.19,NA,Burglary
20131130958,ASSAULT W/INJURY-FAM/DATE VIOL,Y,04/23/2013,78704,9,13.05,O,NA
20175029780,THEFT OF BICYCLE,N,07/23/2017,78759,7,17.53,N,Theft
20203121462,FAMILY DISTURBANCE,N,11/07/2020,78748,5,NA,N,NA
2008610355,AGG ASSAULT,N,03/01/2008,78741,3,23.16,N,Aggravated Assault
20051360370,CUSTODY ARREST TRAFFIC WARR,N,05/16/2005,78746,NA,1912,NA,NA
20171961284,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/15/2017,78744,2,24.13,N,NA
20141581939,BURGLARY OF RESIDENCE,N,06/05/2014,78750,6,204,N,Burglary
20152391396,DISTURBANCE - OTHER,N,08/27/2015,78702,1,8,N,NA
20065064888,CRIMINAL MISCHIEF,N,12/09/2006,78749,8,17.38,NA,NA
20052811641,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/08/2005,78753,4,NA,C,NA
20053521758,CUSTODY ARREST TRAFFIC WARR,N,12/18/2005,78722,9,NA,NA,NA
20133340034,VIOL CITY ORDINANCE - CURFEW,N,11/30/2013,78741,3,23.14,N,NA
20092050159,FAMILY DISTURBANCE,N,07/24/2009,78727,7,18.29,N,NA
20075007018,BURGLARY OF VEHICLE,N,02/11/2007,78757,7,18.17,NA,Theft
20205053529,ASSAULT BY THREAT,N,12/30/2020,78753,4,18.33,N,NA
20115025634,HARASSMENT,N,05/22/2011,78727,7,18.47,N,NA
20182850568,BURGLARY OF VEHICLE,N,10/12/2018,78724,1,22,N,Theft
20075066060,THEFT,N,12/14/2007,78701,9,NA,NA,Theft
20135058477,THEFT,N,12/21/2013,78704,5,13,N,Theft
20172101798,ASSAULT BY CONTACT FAM/DATING,Y,07/29/2017,78704,3,23,N,NA
20115056492,BURGLARY OF VEHICLE,N,12/05/2011,78744,2,24.19,NA,Theft
20165043002,FRAUD - OTHER,N,10/16/2016,78741,3,NA,N,NA
20063652266,ASSAULT W/INJURY-FAM/DATE VIOL,Y,12/31/2006,78702,1,8.02,O,NA
20085018872,BURGLARY OF VEHICLE,N,04/14/2008,78746,8,19.1,NA,Theft
20191541778,ASSAULT WITH INJURY,N,06/03/2019,78758,7,NA,N,NA
20175029760,BURGLARY OF VEHICLE,N,07/22/2017,78746,8,NA,N,Theft
20205043086,MAIL THEFT,N,10/23/2020,78748,5,NA,N,Theft
20115033198,THEFT OF SERVICE,N,05/15/2011,78729,6,204.08,N,NA
20043481262,ASSAULT BY CONTACT,N,12/13/2004,78702,3,10,O,NA
20075009252,CRIMINAL MISCHIEF,N,02/23/2007,78744,2,24.31,NA,NA
2020990488,AUTO THEFT,N,04/08/2020,78758,7,18.49,N,Auto Theft
2015880875,POSS OF DRUG PARAPHERNALIA,N,03/29/2015,78703,9,NA,C,NA
20158003518,THEFT FROM BUILDING,N,10/03/2015,78746,8,19.11,N,Theft
2017590661,POSS CONTROLLED SUB/NARCOTIC,N,02/28/2017,78721,1,NA,C,NA
20095071755,THEFT,N,12/25/2009,78702,3,9,N,Theft
20122650915,AGG SEXUAL ASSAULT CHILD/OBJEC,Y,09/20/2012,78753,7,18.39,N,Rape
20092170052,FALSE REPORT TO PEACE OFFICER,N,08/05/2009,78741,3,23.16,N,NA
20105062784,RUNAWAY CHILD,N,11/19/2010,78745,5,NA,N,NA
20125014557,PROSTITUTION,N,04/03/2012,78745,5,17.28,NA,NA
2013502070,FAMILY DISTURBANCE,N,02/20/2013,78744,2,24.12,N,NA
20208003431,BURGLARY OF RESIDENCE,N,07/24/2020,78730,10,NA,N,Burglary
20158002645,THEFT OF BICYCLE,N,08/05/2015,78703,10,16.05,N,Theft
20032071283,ASSAULT W/INJURY-FAM/DATE VIOL,Y,07/26/2003,78748,5,17.46,O,NA
2009650159,PUBLIC INTOXICATION,N,03/06/2009,78704,9,13,C,NA
20065029348,BURGLARY OF VEHICLE,N,06/06/2006,78748,5,17.72,NA,Theft
20132571861,DWI,N,09/14/2013,78749,8,17.76,C,NA
20045047924,THEFT,N,09/11/2004,78741,3,NA,NA,Theft
20131960373,FAMILY DISTURBANCE,N,07/15/2013,78617,2,24.33,N,NA
20082692121,BURGLARY OF RESIDENCE,N,09/25/2008,78753,4,NA,NA,Burglary
20035007386,BURGLARY OF VEHICLE,N,08/20/2003,78731,10,17.18,NA,Theft
20115020343,FRAUD - OTHER,N,11/01/2010,78757,7,15.04,N,NA
20161491746,WARRANT ARREST NON TRAFFIC,N,05/28/2016,78741,3,NA,C,NA
20083221720,FAMILY DISTURBANCE,N,11/17/2008,78704,3,13,NA,NA
20063080971,VOCO - ALCOHOL  CONSUMPTION,N,11/04/2006,78701,9,11,C,NA
20185011813,PROTECTIVE ORDER,N,03/29/2018,NA,NA,NA,N,NA
20092892240,BURGLARY OF VEHICLE,N,10/16/2009,78752,4,15,N,Theft
2003921390122,BURGLARY NON RESIDENCE,N,05/19/2003,78759,10,NA,N,Burglary
20091710157,FAMILY DISTURBANCE,N,06/20/2009,78748,5,NA,C,NA
20043571299,PUBLIC INTOXICATION,N,12/22/2004,78741,3,23.04,C,NA
20181861683,CRIMINAL MISCHIEF,N,07/05/2018,78759,6,NA,NA,NA
20093220126,BURGLARY NON RESIDENCE,N,11/18/2009,78748,5,24.21,C,Burglary
20075050724,THEFT,N,05/23/2007,78704,5,20,C,Theft
20051091296,ASSAULT W/INJURY-FAM/DATE VIOL,Y,04/19/2005,78723,1,21.12,O,NA
2004161661,DWI,N,01/16/2004,78748,2,24.22,C,NA
20162591508,CRIMINAL MISCHIEF,N,09/15/2016,78745,5,20,N,NA
20045047065,BURGLARY OF RESIDENCE,N,09/29/2004,78721,1,NA,NA,Burglary
20175021563,THEFT BY SHOPLIFTING,N,05/24/2017,78748,5,17.47,N,Theft
2020681190,AGG ROBBERY/DEADLY WEAPON,N,03/08/2020,78744,2,NA,N,Robbery
20152970670,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/22/2015,78758,7,18.44,O,NA
20085023003,CRIMINAL MISCHIEF,N,05/03/2008,78751,4,15.03,NA,NA
20205033692,BURGLARY OF VEHICLE,N,08/25/2020,78758,4,NA,N,Theft
2009342530,CUSTODY ARREST TRAFFIC WARR,N,02/04/2009,78741,3,23.14,C,NA
20215015506,DISTURBANCE - OTHER,N,04/16/2021,78705,9,6,NA,NA
20071711698,ASSAULT W/INJURY-FAM/DATE VIOL,Y,06/09/2007,78745,5,17.13,O,NA
2016431862,THEFT OF SERVICE,N,02/12/2016,78729,6,204,N,NA
2016130633,AUTO THEFT,N,01/13/2016,78745,5,20.02,O,Auto Theft
20101101627,ROBBERY BY ASSAULT,N,04/20/2010,78759,6,204.05,N,Robbery
20083491362,RETALIATION,N,12/14/2008,78744,2,NA,N,NA
20155011988,IDENTITY THEFT,N,02/27/2015,78753,7,NA,N,NA
20082191390,AGG ASLT W/MOTOR VEH FAM/DAT V,Y,08/06/2008,78756,10,2.04,C,Aggravated Assault
20172390408,POSS CONTROLLED SUB/NARCOTIC,N,08/27/2017,78702,1,NA,C,NA
20045028234,TERRORISTIC THREAT,N,06/15/2004,78753,4,NA,NA,NA
20102920158,DWI,N,10/19/2010,78758,4,18,C,NA
20031780405,BURGLARY OF VEHICLE,N,06/26/2003,78704,5,20.05,N,Theft
20085058172,GRAFFITI,N,10/01/2008,78757,7,15.05,NA,NA
20143141216,CUSTODY ARREST TRAFFIC WARR,N,11/10/2014,78719,2,9800,C,NA
20112810946,AUTO THEFT,N,10/08/2011,78705,9,5,N,Auto Theft
2014341408,AUTO THEFT,N,02/01/2014,78705,9,5,N,Auto Theft
2011320788,SEXUAL ASSAULT OF CHILD/OBJECT,N,01/31/2011,78702,3,10,N,Rape
20182170416,ASSAULT WITH INJURY,N,08/05/2018,78701,9,7,C,NA
20061961213,PUBLIC INTOXICATION,N,07/15/2006,78701,9,11,NA,NA
20205040225,THEFT,N,09/26/2020,78744,2,24.27,N,Theft
20122950289,DWI,N,10/21/2012,NA,NA,NA,C,NA
20121380219,ASSAULT W/INJURY-FAM/DATE VIOL,Y,05/16/2012,78741,3,23.17,O,NA
20133441692,ASSAULT WITH INJURY,N,12/10/2013,78724,1,22,N,NA
20033411427,CUSTODY ARREST TRAFFIC WARR,N,12/07/2003,78731,NA,1716,C,NA
20123630971,DISTURBANCE - OTHER,N,12/28/2012,78703,10,NA,N,NA
20203510975,THEFT,N,12/16/2020,78617,2,NA,N,Theft
20055034987,CRIMINAL MISCHIEF,N,07/17/2005,78723,1,21.13,NA,NA
2008241063,DISTURBANCE - OTHER,N,01/24/2008,78704,3,20.05,N,NA
20042721843,URINATING IN PUBLIC PLACE,N,09/28/2004,78744,2,24.13,NA,NA
20152680717,FAMILY DISTURBANCE,N,09/25/2015,78748,2,NA,NA,NA
2008351173,BURGLARY OF VEHICLE,N,02/04/2008,78757,7,18.17,NA,Theft
20155045895,TERRORISTIC THREAT,N,10/15/2015,78748,5,24.21,N,NA
20035005339,THEFT,N,08/10/2003,78701,9,NA,NA,Theft
20055017606,FORGERY AND PASSING,N,10/07/2004,78741,3,23,NA,NA
20084000027,CRIMINAL MISCHIEF,N,11/08/2008,78748,5,NA,N,NA
2006991044,THEFT,N,04/09/2006,78753,4,18.23,NA,Theft
20075044668,BURGLARY OF VEHICLE,N,08/24/2007,78741,3,23.15,NA,Theft
20031810577,AUTO THEFT,N,06/28/2003,78757,7,15.05,NA,Auto Theft
20092790250,PUBLIC INTOXICATION,N,10/06/2009,78745,2,24.1,C,NA
20183611549,FAMILY DISTURBANCE,N,12/27/2018,78753,7,18.26,N,NA
20091920524,DWI,N,07/11/2009,78704,9,13,C,NA
20205039655,BURGLARY OF VEHICLE,N,10/01/2020,78758,7,NA,N,Theft
20111380838,ASSAULT BY CONTACT FAM/DATING,Y,05/18/2011,78742,2,23.1,C,NA
20095039391,PROTECTIVE ORDER,N,07/13/2009,78744,2,24.26,N,NA
20083531947,THEFT,N,12/18/2008,78748,5,24.21,C,Theft
20141852022,DWI,N,07/04/2014,78701,1,NA,C,NA
20143200651,AGG ROBBERY/DEADLY WEAPON,N,11/16/2014,78745,2,24.02,N,Robbery
20091322377,POSS CONTROLLED SUB/NARCOTIC,N,05/12/2009,78753,1,18.24,C,NA
20032231803,URINATING IN PUBLIC PLACE,N,08/11/2003,78701,NA,1100,C,NA
20165031811,FORGERY BY MAKING,N,07/28/2016,78721,3,21.11,N,NA
2011621766,ASSAULT BY CONTACT FAM/DATING,Y,03/03/2011,78724,1,22,N,NA
20051520640,CRIMINAL TRESPASS/TRANSIENT,N,06/01/2005,78705,9,NA,N,NA
20085052319,BURGLARY OF RESIDENCE,N,10/01/2008,78723,9,3.06,NA,Burglary
20162580072,DWI,N,09/14/2016,78701,9,11,C,NA
201991797,CRIMINAL TRESPASS,N,01/09/2019,78758,7,18.5,C,NA
20095056824,HARASSMENT,N,10/07/2009,78753,4,18.13,N,NA
2008870658,WARRANT ARREST NON TRAFFIC,N,03/27/2008,78745,2,NA,C,NA
20175021022,BURGLARY OF VEHICLE,N,05/22/2017,78759,7,17.54,N,Theft
20072910602,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/18/2007,78757,7,15.04,O,NA
20188004746,THEFT,N,11/23/2018,78704,5,13.03,N,Theft
2004210781,INDECENT EXPOSURE,N,01/21/2004,78746,8,19.1,C,NA
2006811251,SUSPICIOUS PERSON,N,03/22/2006,78752,4,NA,N,NA
2003924557019,THEFT,N,05/03/2003,78723,1,21.07,N,Theft
20198000205,THEFT OF SERVICE,N,01/18/2019,78758,4,18.2,NA,NA
20103601037,TERRORISTIC THREAT-FAM/DAT VIO,Y,12/26/2010,78741,3,NA,C,NA
2003924351491,BURGLARY OF RESIDENCE,N,05/12/2003,78758,4,18.22,N,Burglary
20075043124,IDENTITY THEFT,N,08/15/2007,78745,5,17.28,NA,NA
20141761734,FAMILY DISTURBANCE,N,06/25/2014,78723,1,NA,NA,NA
20155002088,CRED CARD ABUSE - OTHER,N,01/15/2015,78613,6,203.18,N,NA
20105028406,CRIMINAL MISCHIEF,N,05/31/2010,78741,3,23.13,N,NA
20085039362,THEFT OF BICYCLE,N,07/28/2008,78751,9,NA,NA,Theft
20182771513,ASSAULT W/INJURY-FAM/DATE VIOL,Y,10/04/2018,78758,4,NA,C,NA
20121920771,WARRANT ARREST NON TRAFFIC,N,07/10/2012,78744,2,24.13,NA,NA
20185039474,RUNAWAY CHILD,N,10/03/2018,78741,3,23.15,N,NA
20035021210,CRIMINAL MISCHIEF,N,11/07/2003,78752,4,15,NA,NA
20065066549,THEFT,N,12/17/2006,78703,10,NA,NA,Theft
20072982370,POSS OF DRUG PARAPHERNALIA,N,10/25/2007,78753,4,NA,C,NA
2009452164,SUSPICIOUS PERSON,N,02/14/2009,78741,3,23,N,NA
20101791974,TERRORISTIC THREAT,N,06/28/2010,78741,3,23.16,N,NA
20072331408,DISTURBANCE - OTHER,N,08/21/2007,NA,NA,NA,NA,NA
2013161493,STALKING,N,01/16/2013,78759,10,17.06,O,NA
20105016475,BURGLARY OF VEHICLE,N,04/02/2010,78704,9,14,N,Theft
20035012778,RUNAWAY CHILD,N,09/18/2003,78704,5,13.03,N,NA
20112040511,THEFT,N,07/23/2011,78745,5,20.02,NA,Theft
20161091648,RUNAWAY CHILD,N,04/18/2016,78758,4,18.2,N,NA
20072110050,AGG ASSAULT FAM/DATE VIOLENCE,Y,07/29/2007,78729,6,NA,C,Aggravated Assault
20061950151,DWI,N,07/14/2006,78701,9,11,NA,NA
201420847,BURGLARY OF RESIDENCE,N,12/21/2013,78741,3,23.04,N,Burglary
2012811685,CUSTODY ARREST TRAFFIC WARR,N,03/21/2012,78704,5,NA,C,NA
2013861229,WARRANT ARREST NON TRAFFIC,N,03/27/2013,78723,1,21.09,C,NA
2011460208,FELONY ENHANCEMENT/ASSLT W/INJ,Y,02/15/2011,78757,7,NA,C,NA
2006651304,THEFT,N,03/06/2006,78745,5,17.12,NA,Theft
20092021997,CHILD ENDANGERMENT- ABANDONMEN,N,07/22/2009,78754,1,NA,O,NA
2003924507921,VIOL OF EMERG PROTECTIVE ORDER,N,06/12/2003,78726,6,17.14,N,NA
20101341947,VOCO AMPLIFIED MUSIC/VEHICLE,N,05/14/2010,78724,1,22,C,NA
20091922644,PUBLIC INTOXICATION,N,07/11/2009,78753,4,18,C,NA
20145041279,HARASSMENT,N,09/15/2014,78753,4,NA,N,NA
20075068064,CRIMINAL MISCHIEF,N,12/21/2007,78705,9,2.04,NA,NA
20083410068,VIOL STATE LAW - OTHER,N,12/06/2008,78723,1,21.12,C,NA
2014120148,VIOL STATE LAW - OTHER,N,01/12/2014,78741,3,23.16,C,NA
20065018495,RUNAWAY CHILD,N,04/11/2006,78748,5,NA,N,NA
20201721284,CRIMINAL TRESPASS,N,06/20/2020,78759,7,17.53,C,NA
20161800174,FAMILY DISTURBANCE/PARENTAL,N,06/28/2016,78757,7,NA,NA,NA
20105012301,THEFT,N,03/05/2010,78617,2,NA,N,Theft
20165039622,FRAUD - OTHER,N,09/23/2016,78660,NA,18.61,NA,NA
20162960450,BURGLARY OF VEHICLE,N,10/22/2016,78758,7,NA,N,Theft
20162871974,FAMILY DISTURBANCE,N,10/14/2016,78745,2,24,N,NA
20052690583,DWI,N,09/26/2005,78726,6,17.65,C,NA
20215014303,IDENTITY THEFT,N,04/08/2021,78751,9,3,NA,NA
2011141968,CIVIL DISTURBANCE/DEMO,N,01/14/2011,78726,6,17.14,N,NA
20051512150,POSS OF DRUG PARAPHERNALIA,N,05/31/2005,78753,7,18.24,C,NA
2008901130,CRIMINAL MISCHIEF,N,03/30/2008,78744,2,24.11,NA,NA
20191091542,AGG ASSAULT FAM/DATE VIOLENCE,Y,04/17/2019,78660,7,18.4,N,Aggravated Assault
20065020766,THEFT FROM AUTO,N,04/23/2006,78746,8,19.1,N,Theft
20075002626,DOC OFFENSIVE GESTURE,N,01/12/2007,78745,NA,1712,NA,NA
2018431148,THEFT BY SHOPLIFTING,N,02/12/2018,78723,9,3,C,Theft
20042552220,FAMILY DISTURBANCE,N,09/11/2004,78741,3,23.16,N,NA
20085010720,CRED CARD ABUSE BY FORGERY,N,01/01/2008,78702,1,9,NA,NA
20162690540,ASSAULT BY THREAT,N,09/25/2016,78758,4,NA,N,NA
20051571791,PROSTITUTION,N,06/06/2005,78758,4,18.2,C,NA
2005651585,CUSTODY ARREST TRAFFIC WARR,N,03/06/2005,78702,3,9,C,NA
20143201079,THEFT BY SHOPLIFTING,N,11/16/2014,78613,6,203.18,C,Theft
20063010846,ASSAULT BY THREAT,N,10/28/2006,78704,3,13,NA,NA
20092331993,AGG ASSAULT FAM/DATE VIOLENCE,Y,08/21/2009,78757,7,18.18,N,Aggravated Assault
20115019340,HARASSMENT,N,04/16/2011,78748,5,24.21,N,NA
2014990052,POSSESSION OF MARIJUANA,N,04/09/2014,78752,4,18,C,NA
20111071205,VOCO SOLICITATION PROHIBIT,N,04/17/2011,78753,7,18.48,C,NA
20075037921,BURGLARY OF VEHICLE,N,07/21/2007,78739,8,17.7,NA,Theft
20145001501,IDENTITY THEFT,N,08/01/2013,78758,7,18.49,N,NA
20121340355,THEFT BY SHOPLIFTING,N,05/13/2012,78753,4,18.13,C,Theft
20181570914,DISTURBANCE - OTHER,N,06/06/2018,78723,1,NA,N,NA
20081871571,POSS CONTROLLED SUB/NARCOTIC,N,07/05/2008,78741,3,23.15,C,NA
2015991645,FAMILY DISTURBANCE,N,04/09/2015,78758,4,NA,N,NA
2005160611,CRIMINAL MISCHIEF,N,01/16/2005,78748,5,17.47,N,NA
20135034631,THEFT BY SHOPLIFTING,N,07/30/2013,78759,10,17.22,N,Theft
20205012957,BURGLARY OF VEHICLE,N,03/31/2020,78717,6,NA,N,Theft
2020761511,FAMILY DISTURBANCE,N,03/16/2020,78702,3,NA,N,NA
20125026952,HARASSMENT,N,06/15/2012,78723,4,NA,N,NA
20055040610,BURGLARY OF VEHICLE,N,08/12/2005,78749,8,17.49,NA,Theft
20083302188,PUBLIC INTOXICATION,N,11/25/2008,78723,1,21,NA,NA
20055064564,IDENTITY THEFT,N,11/28/2005,78753,4,NA,NA,NA
2007421702,DAMAGE CITY PROP,N,02/11/2007,78745,2,NA,NA,NA
20055054176,THEFT,N,10/20/2005,78705,9,6,NA,Theft
20193530391,RAPE,N,11/26/2019,78748,5,24.21,N,Rape
20042200333,FAMILY DISTURBANCE,N,08/07/2004,78741,3,NA,N,NA
20161781574,FAMILY DISTURBANCE,N,06/26/2016,78753,1,NA,NA,NA
20205040312,IDENTITY THEFT,N,10/06/2020,78758,4,NA,N,NA
2016441775,ASSAULT W/INJURY-FAM/DATE VIOL,Y,02/13/2016,78758,4,NA,C,NA
20125048518,BURGLARY OF VEHICLE,N,10/30/2012,78723,1,21.06,N,Theft
20158001207,THEFT OF BICYCLE,N,04/12/2015,78757,7,15.01,N,Theft
20111082058,FAMILY DISTURBANCE,N,04/18/2011,78744,2,24.19,N,NA
20075061101,THEFT,N,11/14/2007,78722,9,NA,NA,Theft
20081920338,BURGLARY NON RESIDENCE,N,07/11/2008,78753,4,18.23,NA,Burglary
20115031514,PROWLER,N,06/24/2011,78757,7,15.05,N,NA
20095024589,AGG SEXUAL ASSAULT CHILD/OBJEC,N,01/01/2009,78744,2,24.12,O,Rape
2019171932,POSSESSION OF MARIJUANA,N,01/17/2019,78745,2,24.24,N,NA
20111591659,FAMILY DISTURBANCE,N,06/08/2011,78741,3,23.12,NA,NA
20132082146,FAMILY DISTURBANCE,N,07/27/2013,78757,7,18.18,N,NA
20092552143,THEFT,N,09/12/2009,78745,5,17.13,N,Theft
2018421188,FAMILY DISTURBANCE,N,02/11/2018,78748,2,24.23,N,NA
20082661456,DISTURBANCE - OTHER,N,09/22/2008,78751,9,NA,N,NA
20045054622,HARASSMENT,N,11/10/2004,78757,7,15.05,O,NA
20105031703,THEFT,N,06/18/2010,78753,4,NA,N,Theft
20211041430,RUNAWAY CHILD,N,04/14/2021,78752,4,18,N,NA
20175037950,DEBIT CARD ABUSE,N,09/20/2017,78723,1,21.13,N,NA
20151390138,WARRANT ARREST NON TRAFFIC,N,05/19/2015,78745,3,20.03,C,NA
20162521124,POSS CONTROLLED SUB/SYN NARC,N,09/08/2016,78701,9,11,NA,NA
20203631063,AUTO THEFT,N,12/26/2020,78753,4,NA,N,Auto Theft
20165043236,FRAUD - OTHER,N,10/12/2016,78704,9,NA,N,NA
20121800523,POSS OF FIREARM BY FELON,N,06/28/2012,78730,10,17.61,NA,NA
20055026481,ARSON,N,06/02/2005,78758,4,18.2,N,NA
20035029712,BURGLARY NON RESIDENCE,N,12/29/2003,78704,9,NA,NA,Burglary
2014180010,VOCO SOLICITATION PROHIBIT,N,01/18/2014,78741,9,14,C,NA
20062091756,TERRORISTIC THREAT,N,07/28/2006,78752,4,18.12,O,NA
2011631873,ASSAULT W/INJURY-FAM/DATE VIOL,Y,03/04/2011,78702,3,NA,C,NA
20205047786,MAIL THEFT,N,11/18/2020,78749,8,NA,N,Theft
20075008277,CRIMINAL MISCHIEF,N,02/19/2007,78745,5,17.5,NA,NA
2008480696,CUSTODY ARREST TRAFFIC WARR,N,02/17/2008,78744,2,24.11,C,NA
20165003716,IDENTITY THEFT,N,01/23/2016,78724,1,22.02,N,NA
20112230831,FAMILY DISTURBANCE,N,08/11/2011,78753,1,NA,NA,NA
20161001060,FAMILY DISTURBANCE,N,04/09/2016,78758,4,NA,N,NA
20152101487,FALSE ALARM OR REPORT,N,07/29/2015,78745,5,NA,N,NA
20191891883,FAMILY DISTURBANCE,N,07/08/2019,78750,6,204,N,NA
20165008544,CRIMINAL MISCHIEF,N,01/19/2016,78721,1,21.11,O,NA
20112360871,AGG ASLT STRANGLE/SUFFOCATE,Y,08/23/2011,78752,1,18.11,O,Aggravated Assault
20132920704,AUTO THEFT,N,10/17/2013,78705,9,5,N,Auto Theft
20115015177,BURGLARY OF VEHICLE,N,03/24/2011,78703,10,16,N,Theft
20032450132,TOBACCO VIOL - AGE 17,N,09/02/2003,78701,NA,1100,NA,NA
